"Dyntaxa-ID";"Svenskt namn";"Habitat";"Region(er)"
"222412";"tibast";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"1884";"gotlandssolvända";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"220164";"solvända";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"220164";"solvända";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220164";"solvända";"6230 Stagg-gräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220164";"solvända";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220164";"solvända";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"1886";"ölandssolvända";"6280 Alvar";"Kontinental region (CON)"
"1852";"grådådra";"6120 Sandstäpp";"Boreal region (BOR); Kontinental region (CON)"
"220423";"lundtrav";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220423";"lundtrav";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"220449";"marviol";"1210 Driftvallar";"Boreal region (BOR); Kontinental region (CON)"
"220449";"marviol";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"220449";"marviol";"1640 Sandstränder vid Östersjön";"Boreal region (BOR)"
"221178";"bäckbräsma";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221178";"bäckbräsma";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"221178";"bäckbräsma";"9750 Svämlövskog";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221178";"bäckbräsma";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"220460";"tandrot";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"220460";"tandrot";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"220467";"ängsbräsma";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"220474";"skörbjuggsört";"1230 Havsklippor";"Boreal region (BOR); Kontinental region (CON)"
"220482";"strandkål";"1220 Sten och grusvallar";"Boreal region (BOR); Kontinental region (CON)"
"220494";"fjälldraba";"8110 Silikatrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"220496";"grådraba";"8120 Kalkrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"220498";"lunddraba";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"1939";"kalkkrassing";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"220517";"bergkårel";"8110 Silikatrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"220517";"bergkårel";"8120 Kalkrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"222518";"stenkrassing";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"222518";"stenkrassing";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"219842";"vejde";"1210 Driftvallar";"Boreal region (BOR); Kontinental region (CON)"
"219842";"vejde";"1220 Sten och grusvallar";"Boreal region (BOR); Kontinental region (CON)"
"219842";"vejde";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"220540";"bitterkrassing";"6430 Högörtängar";"Boreal region (BOR); Kontinental region (CON)"
"1000";"månviol";"9130 Näringsrik bokskog";"Kontinental region (CON)"
"1000";"månviol";"9180 Ädellövskog i branter";"Kontinental region (CON)"
"220604";"sylört";"3130 Ävjestrandsjöar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220604";"sylört";"1150 Laguner";"Boreal region (BOR)"
"220604";"sylört";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR); Kontinental region (CON)"
"220605";"sandkrassing";"2330 Grässandhedar";"Boreal region (BOR); Kontinental region (CON)"
"1560";"spindelört";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220649";"trift";"1230 Havsklippor";"Boreal region (BOR); Kontinental region (CON)"
"220649";"trift";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"220649";"trift";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"220649";"trift";"2130 Grå dyner";"Boreal region (BOR); Kontinental region (CON)"
"220685";"ormrot";"6150 Alpina silikatgräsmarker";"Alpin region (ALP); Boreal region (BOR)"
"220685";"ormrot";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220685";"ormrot";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"220685";"ormrot";"9070 Trädklädd betesmark";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220685";"ormrot";"6210 Kalkgräsmarker";"Boreal region (BOR)"
"220685";"ormrot";"6230 Stagg-gräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220685";"ormrot";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220685";"ormrot";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"220685";"ormrot";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"220833";"fjällsyra";"3220 Alpina vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"220833";"fjällsyra";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"220833";"fjällsyra";"6150 Alpina silikatgräsmarker";"Alpin region (ALP); Boreal region (BOR)"
"220833";"fjällsyra";"8110 Silikatrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"221909";"vattenpilört";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"1263";"ävjepilört";"3210 Större vattendrag";"Boreal region (BOR)"
"1263";"ävjepilört";"1140 Blottade ler- och sandbottnar";"Baltisk marin region (MBAL)"
"220869";"bergssyra";"2130 Grå dyner";"Boreal region (BOR)"
"220877";"krusskräppa";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"220881";"gårdsskräppa";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"220888";"finnskräppa";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"220120";"storsileshår";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220120";"storsileshår";"2190 Dynvåtmarker";"Boreal region (BOR)"
"220120";"storsileshår";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"220120";"storsileshår";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"220120";"storsileshår";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"220120";"storsileshår";"7310 Aapamyrar";"Boreal region (BOR)"
"220772";"småsileshår";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"220772";"småsileshår";"7140 Öppna mossar och kärr";"Boreal region (BOR); Kontinental region (CON)"
"220773";"rundsileshår";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"220773";"rundsileshår";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220773";"rundsileshår";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"220773";"rundsileshår";"2190 Dynvåtmarker";"Boreal region (BOR)"
"220773";"rundsileshår";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"220773";"rundsileshår";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"220773";"rundsileshår";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"1857";"kalknarv";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"1858";"skrednarv";"8120 Kalkrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"220651";"bergglim";"8110 Silikatrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"220651";"bergglim";"8220 Silikatbranter";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220693";"västkustarv";"1230 Havsklippor";"Boreal region (BOR); Kontinental region (CON)"
"220696";"klibbarv";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"220696";"klibbarv";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"220698";"alvararv";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"220698";"alvararv";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"527";"sandnejlika";"6120 Sandstäpp";"Kontinental region (CON)"
"220765";"backnejlika";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"220765";"backnejlika";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220765";"backnejlika";"6510 Slåtterängar i låglandet";"Boreal region (BOR)"
"220765";"backnejlika";"6530 Lövängar";"Boreal region (BOR)"
"220788";"såpört";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"220801";"saltarv";"1220 Sten och grusvallar";"Boreal region (BOR); Kontinental region (CON)"
"220801";"saltarv";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"220801";"saltarv";"2120 Vita dyner";"Boreal region (BOR); Kontinental region (CON)"
"220811";"gökblomster";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"220811";"gökblomster";"6430 Högörtängar";"Boreal region (BOR); Kontinental region (CON)"
"1186";"hylsnejlika";"6120 Sandstäpp";"Boreal region (BOR); Kontinental region (CON)"
"220818";"rödnörel";"8120 Kalkrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"220900";"strandnarv";"1310 Glasörtstränder";"Boreal region (BOR); Kontinental region (CON)"
"220900";"strandnarv";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"220900";"strandnarv";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"220903";"knutnarv";"1230 Havsklippor";"Boreal region (BOR); Kontinental region (CON)"
"220903";"knutnarv";"1310 Glasörtstränder";"Boreal region (BOR); Kontinental region (CON)"
"220903";"knutnarv";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"220903";"knutnarv";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"220903";"knutnarv";"6280 Alvar";"Boreal region (BOR)"
"220915";"vitknavel";"8230 Hällmarkstorräng";"Boreal region (BOR); Kontinental region (CON)"
"220931";"vitblära";"6430 Högörtängar";"Boreal region (BOR); Kontinental region (CON)"
"220941";"strandglim";"1230 Havsklippor";"Boreal region (BOR); Kontinental region (CON)"
"1938";"alvarglim";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"220943";"klibbglim";"1230 Havsklippor";"Boreal region (BOR); Kontinental region (CON)"
"220946";"vårspärgel";"2330 Grässandhedar";"Boreal region (BOR); Kontinental region (CON)"
"220946";"vårspärgel";"8220 Silikatbranter";"Boreal region (BOR); Kontinental region (CON)"
"220946";"vårspärgel";"8230 Hällmarkstorräng";"Boreal region (BOR); Kontinental region (CON)"
"220949";"saltnarv";"1310 Glasörtstränder";"Boreal region (BOR); Kontinental region (CON)"
"220949";"saltnarv";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"220949";"saltnarv";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"220947";"havsnarv";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"220951";"källarv";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR)"
"220951";"källarv";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"220952";"norrlandsarv";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR)"
"220952";"norrlandsarv";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"224069";"kärrsumparv";"7160 Källor och källkärr";"Boreal region (BOR)"
"220956";"buskstjärnblomma";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"220961";"lundarv";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"224074";"nordlundarv";"9040 Fjällbjörkskog";"Alpin region (ALP)"
"224074";"nordlundarv";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"220974";"fjällnejlika";"3220 Alpina vattendrag";"Alpin region (ALP); Boreal region (BOR)"
"220975";"tjärblomster";"8230 Hällmarkstorräng";"Boreal region (BOR); Kontinental region (CON)"
"220653";"flikmålla";"1210 Driftvallar";"Boreal region (BOR); Kontinental region (CON)"
"220655";"broskmålla";"1210 Driftvallar";"Boreal region (BOR); Kontinental region (CON)"
"220661";"strandmålla";"1210 Driftvallar";"Boreal region (BOR); Kontinental region (CON)"
"223907";"skaftmålla";"1210 Driftvallar";"Boreal region (BOR); Kontinental region (CON)"
"223909";"brådmålla";"1210 Driftvallar";"Boreal region (BOR); Kontinental region (CON)"
"220668";"spjutmålla";"1210 Driftvallar";"Boreal region (BOR); Kontinental region (CON)"
"220681";"beta";"1220 Sten och grusvallar";"Boreal region (BOR); Kontinental region (CON)"
"753";"saltmålla";"1310 Glasörtstränder";"Boreal region (BOR); Kontinental region (CON)"
"753";"saltmålla";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"220908";"glasört";"1310 Glasörtstränder";"Boreal region (BOR); Kontinental region (CON)"
"220909";"sodaört";"1210 Driftvallar";"Boreal region (BOR); Kontinental region (CON)"
"220966";"saltört";"1310 Glasörtstränder";"Boreal region (BOR); Kontinental region (CON)"
"1064";"vårkällört";"8230 Hällmarkstorräng";"Kontinental region (CON)"
"220828";"källört";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220828";"källört";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"220987";"hönsbär";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"221101";"springkorn";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"221101";"springkorn";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"221101";"springkorn";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"221076";"grusviva";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"221076";"grusviva";"6120 Sandstäpp";"Boreal region (BOR); Kontinental region (CON)"
"221076";"grusviva";"6210 Kalkgräsmarker";"Boreal region (BOR)"
"221076";"grusviva";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"221154";"skogsstjärna";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"222844";"strandkrypa";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"222844";"strandkrypa";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"50";"knutört";"2190 Dynvåtmarker";"Boreal region (BOR); Kontinental region (CON)"
"1012";"skogslysing";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"221137";"majviva";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"221137";"majviva";"7210 Agkärr";"Boreal region (BOR); Kontinental region (CON)"
"221137";"majviva";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"1295";"strandviva";"1630 Strandängar vid Östersjön";"Boreal region (BOR)"
"221141";"gullviva";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"221141";"gullviva";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"221141";"gullviva";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"221141";"gullviva";"9070 Trädklädd betesmark";"Boreal region (BOR); Kontinental region (CON)"
"221152";"bunge";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"221078";"mjölon";"1220 Sten och grusvallar";"Boreal region (BOR)"
"221078";"mjölon";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"221078";"mjölon";"2320 Rissandhedar";"Boreal region (BOR); Kontinental region (CON)"
"221078";"mjölon";"2180 Trädklädda dyner";"Boreal region (BOR); Kontinental region (CON)"
"221615";"ljung";"2320 Rissandhedar";"Boreal region (BOR)"
"340";"ryl";"2180 Trädklädda dyner";"Boreal region (BOR); Kontinental region (CON)"
"340";"ryl";"9010 Taiga";"Boreal region (BOR)"
"224096";"nordkråkbär";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"224096";"nordkråkbär";"2320 Rissandhedar";"Boreal region (BOR)"
"224096";"nordkråkbär";"2180 Trädklädda dyner";"Boreal region (BOR)"
"221092";"klockljung";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"219649";"mossljung";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"220247";"krypljung";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"221725";"ögonpyrola";"9070 Trädklädd betesmark";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221725";"ögonpyrola";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"220827";"tallört (aggregat)";"9010 Taiga";"Boreal region (BOR); Kontinental region (CON)"
"221144";"grönpyrola";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"221144";"grönpyrola";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"221144";"grönpyrola";"9060 Åsbarrskog";"Boreal region (BOR)"
"221145";"klockpyrola";"9070 Trädklädd betesmark";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221150";"lapsk alpros";"4060 Alpina rishedar";"Alpin region (ALP)"
"221157";"blåbär";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"221409";"färgmåra";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"221409";"färgmåra";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"221409";"färgmåra";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"221423";"myskmadra";"9050 Näringsrik granskog";"Boreal region (BOR)"
"221423";"myskmadra";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"221423";"myskmadra";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"221423";"myskmadra";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"221424";"ölandsmåra";"6280 Alvar";"Kontinental region (CON)"
"221430";"stenmåra";"4030 Torra hedar";"Boreal region (BOR); Kontinental region (CON)"
"221430";"stenmåra";"6230 Stagg-gräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"673";"backmåra";"6230 Stagg-gräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"674";"myskmåra";"9050 Näringsrik granskog";"Boreal region (BOR)"
"221437";"sumpmåra";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221437";"sumpmåra";"6430 Högörtängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221437";"sumpmåra";"6450 Svämängar";"Alpin region (ALP); Boreal region (BOR)"
"221411";"smalarun";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"221411";"smalarun";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"221412";"dvärgarun";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"221412";"dvärgarun";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"221448";"lappgentiana";"4060 Alpina rishedar";"Alpin region (ALP); Boreal region (BOR)"
"221448";"lappgentiana";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"221441";"fjällgentiana";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"221441";"fjällgentiana";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"1885";"klockgentiana";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"1885";"klockgentiana";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"695";"smalgentiana";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"221447";"fältgentiana";"6230 Stagg-gräsmarker";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221447";"fältgentiana";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"221447";"fältgentiana";"9070 Trädklädd betesmark";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221447";"fältgentiana";"6210 Kalkgräsmarker";"Boreal region (BOR)"
"221447";"fältgentiana";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"221447";"fältgentiana";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"221449";"sumpgentiana";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221449";"sumpgentiana";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"221449";"sumpgentiana";"1330 Salta strandängar";"Kontinental region (CON)"
"221457";"tulkört";"8210 Kalkbranter";"Boreal region (BOR)"
"221518";"hundtunga";"1220 Sten och grusvallar";"Boreal region (BOR); Kontinental region (CON)"
"221518";"hundtunga";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"1889";"stickelfrö";"8110 Silikatrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"1889";"stickelfrö";"8120 Kalkrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"914";"piggfrö";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"1330";"smalbladig lungört";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"221570";"mörk lungört";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"221570";"mörk lungört";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"221570";"mörk lungört";"9180 Ädellövskog i branter";"Boreal region (BOR); Kontinental region (CON)"
"221611";"höstlånke";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"221611";"höstlånke";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"221612";"smålånke";"3210 Större vattendrag";"Boreal region (BOR)"
"221659";"bergsskrabba";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"221659";"bergsskrabba";"8240 Karsthällmarker";"Boreal region (BOR); Kontinental region (CON)"
"221949";"hästsvans";"1150 Laguner";"Boreal region (BOR)"
"221949";"hästsvans";"2190 Dynvåtmarker";"Boreal region (BOR); Kontinental region (CON)"
"221771";"strandkämpar";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"221771";"strandkämpar";"1230 Havsklippor";"Kontinental region (CON)"
"221774";"svartkämpar";"6270 Silikatgräsmarker";"Boreal region (BOR)"
"224300";"åkergroblad";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"224300";"åkergroblad";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"221777";"gulkämpar";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"221777";"gulkämpar";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"221778";"rödkämpar";"9070 Trädklädd betesmark";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221778";"rödkämpar";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"221778";"rödkämpar";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"221778";"rödkämpar";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"221778";"rödkämpar";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"1901";"dvärgkämpar";"6280 Alvar";"Kontinental region (CON)"
"221782";"strandpryl";"3130 Ävjestrandsjöar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221782";"strandpryl";"3110 Näringsfattiga slättsjöar";"Boreal region (BOR); Kontinental region (CON)"
"221878";"fjällveronika";"6150 Alpina silikatgräsmarker";"Alpin region (ALP); Boreal region (BOR)"
"1653";"dikesveronika";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"221890";"klippveronika";"8120 Kalkrasmarker";"Alpin region (ALP); Boreal region (BOR)"
"1654";"skogsveronika";"9130 Näringsrik bokskog";"Kontinental region (CON)"
"221903";"axveronika";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220808";"ävjebrodd";"1150 Laguner";"Boreal region (BOR)"
"220808";"ävjebrodd";"3150 Naturligt näringsrika sjöar";"Boreal region (BOR); Kontinental region (CON)"
"220808";"ävjebrodd";"3210 Större vattendrag";"Boreal region (BOR)"
"221766";"dvärgtätört";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"221766";"dvärgtätört";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"221767";"tätört";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221767";"tätört";"6450 Svämängar";"Alpin region (ALP); Boreal region (BOR)"
"221767";"tätört";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"221767";"tätört";"7220 Kalktuffkällor";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221767";"tätört";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221767";"tätört";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"221767";"tätört";"7210 Agkärr";"Boreal region (BOR); Kontinental region (CON)"
"221852";"dybläddra";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221852";"dybläddra";"7310 Aapamyrar";"Boreal region (BOR)"
"221853";"dvärgbläddra";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221853";"dvärgbläddra";"7310 Aapamyrar";"Boreal region (BOR)"
"221856";"vattenbläddra";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221856";"vattenbläddra";"7310 Aapamyrar";"Boreal region (BOR)"
"221597";"blåsuga";"9070 Trädklädd betesmark";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221597";"blåsuga";"4030 Torra hedar";"Boreal region (BOR)"
"221597";"blåsuga";"6230 Stagg-gräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"221597";"blåsuga";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"221802";"harmynta";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"221802";"harmynta";"6120 Sandstäpp";"Boreal region (BOR); Kontinental region (CON)"
"221802";"harmynta";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"221802";"harmynta";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"564";"drakblomma";"6210 Kalkgräsmarker";"Boreal region (BOR)"
"221646";"toppdån";"8110 Silikatrasmarker";"Boreal region (BOR)"
"221646";"toppdån";"8120 Kalkrasmarker";"Boreal region (BOR)"
"221671";"gulplister";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"221671";"gulplister";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"221820";"toppfrossört";"1610 Åsöar i Östersjön";"Boreal region (BOR)"
"221844";"lökgamander";"6280 Alvar";"Boreal region (BOR); Kontinental region (CON)"
"1562";"stortimjan";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"221849";"backtimjan";"2130 Grå dyner";"Boreal region (BOR); Kontinental region (CON)"
"221849";"backtimjan";"2330 Grässandhedar";"Boreal region (BOR); Kontinental region (CON)"
"221849";"backtimjan";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"221849";"backtimjan";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
